filename,num_taxa,msa_length,median_seq_length
80004_NT_AL_AA.fasta.zip,187,726,711
80005_NT_AL_AA.fasta.zip,188,1883,1861.0
80006_NT_AL_AA.fasta.zip,183,422,418
80008_NT_AL_AA.fasta.zip,186,305,296.0
8000_NT_AL_AA.fasta.zip,138,130,123.0
80010_NT_AL_AA.fasta.zip,188,668,625.0
80011_NT_AL_AA.fasta.zip,186,257,254.0
80012_NT_AL_AA.fasta.zip,188,1040,1011.0
80013_NT_AL_AA.fasta.zip,148,448,445.0
80014_NT_AL_AA.fasta.zip,186,1258,1179.0
80018_NT_AL_AA.fasta.zip,189,979,972
80019_NT_AL_AA.fasta.zip,184,232,226.0
8001_NT_AL_AA.fasta.zip,185,465,464
80020_NT_AL_AA.fasta.zip,184,698,672.0
80021_NT_AL_AA.fasta.zip,182,648,639.0
80022_NT_AL_AA.fasta.zip,160,3266,2848.0
80023_NT_AL_AA.fasta.zip,182,208,203.0
80024_NT_AL_AA.fasta.zip,184,578,564.0
80025_NT_AL_AA.fasta.zip,173,455,442
80028_NT_AL_AA.fasta.zip,184,722,709.0
80031_NT_AL_AA.fasta.zip,188,1089,1086.0
80034_NT_AL_AA.fasta.zip,188,606,585.0
80045_NT_AL_AA.fasta.zip,162,347,325.5
80055_NT_AL_AA.fasta.zip,185,926,922
80059_NT_AL_AA.fasta.zip,183,597,590
80063_NT_AL_AA.fasta.zip,184,728,667.0
80067_NT_AL_AA.fasta.zip,189,514,503
80070_NT_AL_AA.fasta.zip,171,1939,1908
80071_NT_AL_AA.fasta.zip,179,1456,736
80095_NT_AL_AA.fasta.zip,144,1062,790.0
80097_NT_AL_AA.fasta.zip,122,232,215.0
800_NT_AL_AA.fasta.zip,187,1020,731
80114_NT_AL_AA.fasta.zip,183,983,970
80115_NT_AL_AA.fasta.zip,182,625,513.0
80117_NT_AL_AA.fasta.zip,185,194,192
80119_NT_AL_AA.fasta.zip,182,647,632.0
80122_NT_AL_AA.fasta.zip,188,1406,1314.5
80124_NT_AL_AA.fasta.zip,188,1247,1220.0
80125_NT_AL_AA.fasta.zip,164,733,683.0
80127_NT_AL_AA.fasta.zip,188,549,517.0
80128_NT_AL_AA.fasta.zip,118,751,746.0
80129_NT_AL_AA.fasta.zip,177,706,687
80131_NT_AL_AA.fasta.zip,188,810,793.0
80133_NT_AL_AA.fasta.zip,176,819,789.5
80135_NT_AL_AA.fasta.zip,190,358,349.0
80139_NT_AL_AA.fasta.zip,176,680,581.0
8013_NT_AL_AA.fasta.zip,185,713,626
80142_NT_AL_AA.fasta.zip,185,374,365
80143_NT_AL_AA.fasta.zip,189,209,207
80144_NT_AL_AA.fasta.zip,178,4042,3997.0
80145_NT_AL_AA.fasta.zip,189,198,198
80146_NT_AL_AA.fasta.zip,183,433,425
80148_NT_AL_AA.fasta.zip,187,270,269
80149_NT_AL_AA.fasta.zip,189,602,582
80150_NT_AL_AA.fasta.zip,177,310,308
80152_NT_AL_AA.fasta.zip,183,704,538
80153_NT_AL_AA.fasta.zip,179,514,508
80155_NT_AL_AA.fasta.zip,190,866,866.0
80157_NT_AL_AA.fasta.zip,177,719,698
80162_NT_AL_AA.fasta.zip,187,700,682
80164_NT_AL_AA.fasta.zip,167,2297,950
80167_NT_AL_AA.fasta.zip,181,469,464
80168_NT_AL_AA.fasta.zip,170,333,332.0
80169_NT_AL_AA.fasta.zip,187,1250,1202
80173_NT_AL_AA.fasta.zip,182,600,599.0
80176_NT_AL_AA.fasta.zip,178,273,273.0
80177_NT_AL_AA.fasta.zip,187,192,187
80178_NT_AL_AA.fasta.zip,183,447,416
80179_NT_AL_AA.fasta.zip,187,989,956
80183_NT_AL_AA.fasta.zip,184,686,649.0
80184_NT_AL_AA.fasta.zip,182,2488,2472.0
80185_NT_AL_AA.fasta.zip,187,530,504
80194_NT_AL_AA.fasta.zip,184,204,192.0
80195_NT_AL_AA.fasta.zip,128,131,126.0
80196_NT_AL_AA.fasta.zip,186,411,371.0
80198_NT_AL_AA.fasta.zip,188,595,546.0
80199_NT_AL_AA.fasta.zip,187,433,414
8019_NT_AL_AA.fasta.zip,184,733,724.0
801_NT_AL_AA.fasta.zip,170,149,149.0
80201_NT_AL_AA.fasta.zip,187,921,917
80204_NT_AL_AA.fasta.zip,187,846,843
80205_NT_AL_AA.fasta.zip,179,2951,2899
80206_NT_AL_AA.fasta.zip,186,1695,1570.5
80208_NT_AL_AA.fasta.zip,187,2477,2414
80209_NT_AL_AA.fasta.zip,187,1022,935
80210_NT_AL_AA.fasta.zip,184,825,789.0
80212_NT_AL_AA.fasta.zip,181,325,314
80213_NT_AL_AA.fasta.zip,181,256,251
80216_NT_AL_AA.fasta.zip,186,1379,1218.0
80217_NT_AL_AA.fasta.zip,178,1692,1653.5
80218_NT_AL_AA.fasta.zip,188,168,167.0
80219_NT_AL_AA.fasta.zip,184,248,242.0
8021_NT_AL_AA.fasta.zip,187,2287,2082
80221_NT_AL_AA.fasta.zip,184,621,611.0
80222_NT_AL_AA.fasta.zip,183,734,718
80223_NT_AL_AA.fasta.zip,177,1376,1195
80224_NT_AL_AA.fasta.zip,176,316,314.0
80228_NT_AL_AA.fasta.zip,188,257,254.0
8022_NT_AL_AA.fasta.zip,181,416,401
80230_NT_AL_AA.fasta.zip,186,692,677.0
80231_NT_AL_AA.fasta.zip,180,313,296.0
80232_NT_AL_AA.fasta.zip,179,698,651
80233_NT_AL_AA.fasta.zip,184,911,855.0
80235_NT_AL_AA.fasta.zip,175,554,548
80237_NT_AL_AA.fasta.zip,188,418,391.0
80243_NT_AL_AA.fasta.zip,182,1604,1592.0
80254_NT_AL_AA.fasta.zip,188,727,708.0
80255_NT_AL_AA.fasta.zip,181,531,520
80256_NT_AL_AA.fasta.zip,188,548,538.0
80258_NT_AL_AA.fasta.zip,172,808,736.0
80262_NT_AL_AA.fasta.zip,188,424,422.0
80263_NT_AL_AA.fasta.zip,184,590,580.0
80267_NT_AL_AA.fasta.zip,179,989,932
80270_NT_AL_AA.fasta.zip,185,376,369
80271_NT_AL_AA.fasta.zip,165,721,650
80273_NT_AL_AA.fasta.zip,177,223,217
80274_NT_AL_AA.fasta.zip,182,1024,1015.0
80279_NT_AL_AA.fasta.zip,190,517,501.5
8027_NT_AL_AA.fasta.zip,185,554,536
8028_NT_AL_AA.fasta.zip,114,1103,1066.0
80298_NT_AL_AA.fasta.zip,188,454,385.0
8029_NT_AL_AA.fasta.zip,182,3659,3615.0
80301_NT_AL_AA.fasta.zip,188,541,488.0
80303_NT_AL_AA.fasta.zip,187,240,213
80305_NT_AL_AA.fasta.zip,183,390,370
80306_NT_AL_AA.fasta.zip,186,181,178.0
80308_NT_AL_AA.fasta.zip,186,495,489.0
80309_NT_AL_AA.fasta.zip,187,1825,1675
8030_NT_AL_AA.fasta.zip,179,499,473
80310_NT_AL_AA.fasta.zip,179,380,369
80311_NT_AL_AA.fasta.zip,181,605,604
80312_NT_AL_AA.fasta.zip,180,2299,2109.5
80313_NT_AL_AA.fasta.zip,170,466,374.5
80314_NT_AL_AA.fasta.zip,177,878,836
80315_NT_AL_AA.fasta.zip,178,734,729.0
80318_NT_AL_AA.fasta.zip,181,377,364
80319_NT_AL_AA.fasta.zip,136,424,357.5
8031_NT_AL_AA.fasta.zip,185,642,621
80320_NT_AL_AA.fasta.zip,187,395,374
80321_NT_AL_AA.fasta.zip,182,589,578.0
80323_NT_AL_AA.fasta.zip,189,344,334
80324_NT_AL_AA.fasta.zip,185,396,381
80325_NT_AL_AA.fasta.zip,176,485,475.0
80326_NT_AL_AA.fasta.zip,186,428,417.0
80331_NT_AL_AA.fasta.zip,186,202,198.0
80332_NT_AL_AA.fasta.zip,184,793,746.0
80333_NT_AL_AA.fasta.zip,186,197,196.0
80335_NT_AL_AA.fasta.zip,182,315,313.0
80336_NT_AL_AA.fasta.zip,185,629,597
80339_NT_AL_AA.fasta.zip,167,507,370
80341_NT_AL_AA.fasta.zip,181,471,458
80342_NT_AL_AA.fasta.zip,185,577,548
80343_NT_AL_AA.fasta.zip,183,579,576
80344_NT_AL_AA.fasta.zip,188,551,546.0
80346_NT_AL_AA.fasta.zip,189,260,248
80347_NT_AL_AA.fasta.zip,183,562,557
80349_NT_AL_AA.fasta.zip,168,305,305.0
8034_NT_AL_AA.fasta.zip,177,330,327
80351_NT_AL_AA.fasta.zip,184,1170,1164.0
80352_NT_AL_AA.fasta.zip,175,366,352
8036_NT_AL_AA.fasta.zip,189,582,581
80380_NT_AL_AA.fasta.zip,172,276,249.0
80381_NT_AL_AA.fasta.zip,185,881,494
8038_NT_AL_AA.fasta.zip,174,887,856.0
8045_NT_AL_AA.fasta.zip,182,361,345.0
8048_NT_AL_AA.fasta.zip,188,197,194.0
8050_NT_AL_AA.fasta.zip,189,526,500
805_NT_AL_AA.fasta.zip,177,222,149
8061_NT_AL_AA.fasta.zip,186,294,266.0
8065_NT_AL_AA.fasta.zip,187,781,780
80700_NT_AL_AA.fasta.zip,188,454,441.0
80705_NT_AL_AA.fasta.zip,177,897,873
80709_NT_AL_AA.fasta.zip,178,1554,1399.0
80712_NT_AL_AA.fasta.zip,121,470,212
80714_NT_AL_AA.fasta.zip,144,393,351.0
80723_NT_AL_AA.fasta.zip,184,413,412.0
80724_NT_AL_AA.fasta.zip,176,1081,1027.0
80725_NT_AL_AA.fasta.zip,187,1395,1162
80726_NT_AL_AA.fasta.zip,122,2010,1234.5
80727_NT_AL_AA.fasta.zip,181,528,522
80728_NT_AL_AA.fasta.zip,117,1132,1101
80731_NT_AL_AA.fasta.zip,174,1614,1602.0
80736_NT_AL_AA.fasta.zip,187,723,706
80737_NT_AL_AA.fasta.zip,187,938,870
80739_NT_AL_AA.fasta.zip,184,276,230.0
8073_NT_AL_AA.fasta.zip,187,167,167
80740_NT_AL_AA.fasta.zip,185,129,125
80741_NT_AL_AA.fasta.zip,140,151,136.0
80742_NT_AL_AA.fasta.zip,184,208,187.0
80745_NT_AL_AA.fasta.zip,186,509,487.0
80746_NT_AL_AA.fasta.zip,174,479,445.5
8074_NT_AL_AA.fasta.zip,185,351,242
80757_NT_AL_AA.fasta.zip,167,328,317
80758_NT_AL_AA.fasta.zip,182,308,268.0
80760_NT_AL_AA.fasta.zip,183,950,925
80762_NT_AL_AA.fasta.zip,187,234,220
80763_NT_AL_AA.fasta.zip,173,129,115
80764_NT_AL_AA.fasta.zip,183,316,306
80765_NT_AL_AA.fasta.zip,182,218,213.0
8076_NT_AL_AA.fasta.zip,187,182,167
80772_NT_AL_AA.fasta.zip,183,217,213
80774_NT_AL_AA.fasta.zip,182,134,128.0
80776_NT_AL_AA.fasta.zip,188,177,175.0
80777_NT_AL_AA.fasta.zip,188,157,145.0
80781_NT_AL_AA.fasta.zip,181,1843,1506
80789_NT_AL_AA.fasta.zip,185,1031,1019
8078_NT_AL_AA.fasta.zip,186,860,858.0
80790_NT_AL_AA.fasta.zip,186,783,773.0
8079_NT_AL_AA.fasta.zip,185,252,247
80816_NT_AL_AA.fasta.zip,182,2325,2215.0
80817_NT_AL_AA.fasta.zip,189,416,366
80818_NT_AL_AA.fasta.zip,167,472,470
80820_NT_AL_AA.fasta.zip,185,577,569
80821_NT_AL_AA.fasta.zip,188,997,912.5
80823_NT_AL_AA.fasta.zip,133,654,539
80824_NT_AL_AA.fasta.zip,155,679,662
80829_NT_AL_AA.fasta.zip,168,594,568.0
8082_NT_AL_AA.fasta.zip,185,256,242
80830_NT_AL_AA.fasta.zip,28,260,257.0
80834_NT_AL_AA.fasta.zip,184,941,820.5
80835_NT_AL_AA.fasta.zip,166,867,840.0
80851_NT_AL_AA.fasta.zip,185,406,391
80852_NT_AL_AA.fasta.zip,184,1072,1021.0
80853_NT_AL_AA.fasta.zip,174,940,920.5
80854_NT_AL_AA.fasta.zip,183,367,365
80856_NT_AL_AA.fasta.zip,188,452,422.0
8085_NT_AL_AA.fasta.zip,186,6913,5491.5
80863_NT_AL_AA.fasta.zip,173,314,306
80864_NT_AL_AA.fasta.zip,174,312,282.0
8086_NT_AL_AA.fasta.zip,186,558,545.0
8087_NT_AL_AA.fasta.zip,188,684,677.0
80895_NT_AL_AA.fasta.zip,185,418,380
80896_NT_AL_AA.fasta.zip,179,321,316
8089_NT_AL_AA.fasta.zip,186,228,227.0
808_NT_AL_AA.fasta.zip,163,151,149
8091_NT_AL_AA.fasta.zip,160,85,85.0
8092_NT_AL_AA.fasta.zip,185,331,323
80975_NT_AL_AA.fasta.zip,179,464,437
8099_NT_AL_AA.fasta.zip,183,101,87
8100_NT_AL_AA.fasta.zip,188,841,825.0
81027_NT_AL_AA.fasta.zip,179,453,447
81029_NT_AL_AA.fasta.zip,162,364,358.0
81030_NT_AL_AA.fasta.zip,165,466,362
81031_NT_AL_AA.fasta.zip,187,544,521
81033_NT_AL_AA.fasta.zip,182,971,950.0
81034_NT_AL_AA.fasta.zip,186,316,313.0
81035_NT_AL_AA.fasta.zip,184,748,742.0
81037_NT_AL_AA.fasta.zip,183,544,536
8110_NT_AL_AA.fasta.zip,185,378,377
8111_NT_AL_AA.fasta.zip,187,373,361
811_NT_AL_AA.fasta.zip,190,431,417.0
8120_NT_AL_AA.fasta.zip,185,1122,1082
8125_NT_AL_AA.fasta.zip,182,249,233.0
8128_NT_AL_AA.fasta.zip,181,379,375
8131_NT_AL_AA.fasta.zip,184,594,578.0
81341_NT_AL_AA.fasta.zip,111,318,314
8139_NT_AL_AA.fasta.zip,187,604,596
813_NT_AL_AA.fasta.zip,149,323,315
8140_NT_AL_AA.fasta.zip,179,516,497
81488_NT_AL_AA.fasta.zip,175,381,367
8148_NT_AL_AA.fasta.zip,186,819,574.0
81490_NT_AL_AA.fasta.zip,177,424,416
81491_NT_AL_AA.fasta.zip,189,421,419
81492_NT_AL_AA.fasta.zip,181,768,695
81493_NT_AL_AA.fasta.zip,188,744,457.0
814_NT_AL_AA.fasta.zip,179,483,470
81501_NT_AL_AA.fasta.zip,189,468,465
81502_NT_AL_AA.fasta.zip,186,433,426.0
81532_NT_AL_AA.fasta.zip,181,236,228
81533_NT_AL_AA.fasta.zip,173,620,611
81537_NT_AL_AA.fasta.zip,169,456,437
81539_NT_AL_AA.fasta.zip,182,497,486.0
8153_NT_AL_AA.fasta.zip,179,240,226
81542_NT_AL_AA.fasta.zip,186,284,275.0
81543_NT_AL_AA.fasta.zip,178,259,257.0
81544_NT_AL_AA.fasta.zip,186,614,608.5
81545_NT_AL_AA.fasta.zip,188,1208,1188.0
81550_NT_AL_AA.fasta.zip,184,756,743.0
81551_NT_AL_AA.fasta.zip,190,216,216.0
81552_NT_AL_AA.fasta.zip,184,171,162.0
81553_NT_AL_AA.fasta.zip,187,327,323
81554_NT_AL_AA.fasta.zip,184,480,450.0
81555_NT_AL_AA.fasta.zip,182,260,257.0
81556_NT_AL_AA.fasta.zip,187,518,518
81558_NT_AL_AA.fasta.zip,186,471,451.0
81559_NT_AL_AA.fasta.zip,163,471,464
81562_NT_AL_AA.fasta.zip,190,373,359.0
81563_NT_AL_AA.fasta.zip,174,126,121.0
81565_NT_AL_AA.fasta.zip,185,342,335
81566_NT_AL_AA.fasta.zip,188,558,543.0
81567_NT_AL_AA.fasta.zip,185,379,368
81570_NT_AL_AA.fasta.zip,188,718,703.0
81572_NT_AL_AA.fasta.zip,189,134,133
81573_NT_AL_AA.fasta.zip,185,574,545
81575_NT_AL_AA.fasta.zip,179,250,246
81576_NT_AL_AA.fasta.zip,184,420,392.0
81577_NT_AL_AA.fasta.zip,184,387,385.0
81579_NT_AL_AA.fasta.zip,166,195,187.0
815_NT_AL_AA.fasta.zip,186,496,489.0
81602_NT_AL_AA.fasta.zip,187,521,514
81603_NT_AL_AA.fasta.zip,187,559,551
81605_NT_AL_AA.fasta.zip,175,101,95
81606_NT_AL_AA.fasta.zip,184,109,105.0
81607_NT_AL_AA.fasta.zip,188,515,498.0
81608_NT_AL_AA.fasta.zip,185,619,602
81609_NT_AL_AA.fasta.zip,185,550,541
81610_NT_AL_AA.fasta.zip,186,613,578.0
81611_NT_AL_AA.fasta.zip,185,301,262
81614_NT_AL_AA.fasta.zip,168,363,360.0
81615_NT_AL_AA.fasta.zip,182,297,287.5
81617_NT_AL_AA.fasta.zip,187,335,334
81618_NT_AL_AA.fasta.zip,189,281,267
81619_NT_AL_AA.fasta.zip,186,277,270.0
8161_NT_AL_AA.fasta.zip,187,628,567
81620_NT_AL_AA.fasta.zip,185,599,471
81621_NT_AL_AA.fasta.zip,185,311,295
81622_NT_AL_AA.fasta.zip,182,632,598.0
81623_NT_AL_AA.fasta.zip,24,132,113.0
81624_NT_AL_AA.fasta.zip,183,1220,1182
81626_NT_AL_AA.fasta.zip,178,676,637.0
81627_NT_AL_AA.fasta.zip,184,770,725.0
81628_NT_AL_AA.fasta.zip,160,442,394.0
81629_NT_AL_AA.fasta.zip,178,272,268.0
81631_NT_AL_AA.fasta.zip,168,126,125.0
8165_NT_AL_AA.fasta.zip,189,941,837
81669_NT_AL_AA.fasta.zip,179,566,519
81671_NT_AL_AA.fasta.zip,181,406,405
81688_NT_AL_AA.fasta.zip,184,230,229.0
81689_NT_AL_AA.fasta.zip,167,131,129
81691_NT_AL_AA.fasta.zip,167,797,764
81693_NT_AL_AA.fasta.zip,171,488,433
816_NT_AL_AA.fasta.zip,183,664,607
81704_NT_AL_AA.fasta.zip,183,2123,2098
81706_NT_AL_AA.fasta.zip,160,196,162.0
8174_NT_AL_AA.fasta.zip,171,557,338
8175_NT_AL_AA.fasta.zip,179,700,458
81786_NT_AL_AA.fasta.zip,177,518,502
81788_NT_AL_AA.fasta.zip,187,1108,625
8178_NT_AL_AA.fasta.zip,179,666,603
81790_NT_AL_AA.fasta.zip,190,261,255.0
81792_NT_AL_AA.fasta.zip,176,1635,1592.5
81794_NT_AL_AA.fasta.zip,185,1128,1101
81796_NT_AL_AA.fasta.zip,183,873,842
817_NT_AL_AA.fasta.zip,145,536,532
81831_NT_AL_AA.fasta.zip,163,533,525
81832_NT_AL_AA.fasta.zip,185,536,532
81833_NT_AL_AA.fasta.zip,184,349,282.0
81839_NT_AL_AA.fasta.zip,183,528,524
81844_NT_AL_AA.fasta.zip,179,788,749
81846_NT_AL_AA.fasta.zip,179,1889,1878
81847_NT_AL_AA.fasta.zip,187,368,358
81848_NT_AL_AA.fasta.zip,190,313,299.0
81849_NT_AL_AA.fasta.zip,169,344,329
81855_NT_AL_AA.fasta.zip,189,325,321
81857_NT_AL_AA.fasta.zip,178,898,794.0
81858_NT_AL_AA.fasta.zip,183,412,365
81873_NT_AL_AA.fasta.zip,185,158,152
81875_NT_AL_AA.fasta.zip,172,414,348.0
81876_NT_AL_AA.fasta.zip,185,205,201
8187_NT_AL_AA.fasta.zip,164,441,401.0
81887_NT_AL_AA.fasta.zip,183,873,690
81889_NT_AL_AA.fasta.zip,176,221,221.0
81890_NT_AL_AA.fasta.zip,187,409,403
81892_NT_AL_AA.fasta.zip,187,119,111
81894_NT_AL_AA.fasta.zip,162,365,364.0
8189_NT_AL_AA.fasta.zip,184,1322,1264.0
818_NT_AL_AA.fasta.zip,187,586,572
8190_NT_AL_AA.fasta.zip,184,136,130.0
81926_NT_AL_AA.fasta.zip,185,311,308
81928_NT_AL_AA.fasta.zip,168,462,415.0
81929_NT_AL_AA.fasta.zip,173,432,421
8192_NT_AL_AA.fasta.zip,186,280,272.0
81930_NT_AL_AA.fasta.zip,189,911,894
81932_NT_AL_AA.fasta.zip,189,249,249
8193_NT_AL_AA.fasta.zip,167,398,397
8195_NT_AL_AA.fasta.zip,153,577,570
819_NT_AL_AA.fasta.zip,187,302,296
81_NT_AL_AA.fasta.zip,189,953,933
8200_NT_AL_AA.fasta.zip,189,505,499
8202_NT_AL_AA.fasta.zip,187,1499,1403
8204_NT_AL_AA.fasta.zip,189,1235,1156
8208_NT_AL_AA.fasta.zip,187,576,539
8209_NT_AL_AA.fasta.zip,177,276,264
820_NT_AL_AA.fasta.zip,56,180,165.0
8216_NT_AL_AA.fasta.zip,176,860,839.0
821_NT_AL_AA.fasta.zip,187,613,591
8220_NT_AL_AA.fasta.zip,186,498,476.0
8224_NT_AL_AA.fasta.zip,172,584,579.0
8225_NT_AL_AA.fasta.zip,122,596,497.5
8226_NT_AL_AA.fasta.zip,166,230,224.0
8227_NT_AL_AA.fasta.zip,141,741,650
822_NT_AL_AA.fasta.zip,185,349,346
8233_NT_AL_AA.fasta.zip,182,633,457.5
8237_NT_AL_AA.fasta.zip,181,943,895
8239_NT_AL_AA.fasta.zip,169,2613,2559
823_NT_AL_AA.fasta.zip,188,718,715.0
8241_NT_AL_AA.fasta.zip,186,1023,971.0
8242_NT_AL_AA.fasta.zip,175,1604,1559
8243_NT_AL_AA.fasta.zip,183,1237,1233
824_NT_AL_AA.fasta.zip,178,704,700.0
825_NT_AL_AA.fasta.zip,184,827,820.0
8260_NT_AL_AA.fasta.zip,172,243,235.0
8266_NT_AL_AA.fasta.zip,170,162,157.0
826_NT_AL_AA.fasta.zip,183,329,263
8270_NT_AL_AA.fasta.zip,153,105,105
8273_NT_AL_AA.fasta.zip,183,487,474
8277_NT_AL_AA.fasta.zip,175,608,583
827_NT_AL_AA.fasta.zip,183,644,641
8288_NT_AL_AA.fasta.zip,163,728,715
8289_NT_AL_AA.fasta.zip,187,2408,2280
8290_NT_AL_AA.fasta.zip,103,138,136
8291_NT_AL_AA.fasta.zip,183,2149,2133
8293_NT_AL_AA.fasta.zip,66,62,62.0
8295_NT_AL_AA.fasta.zip,184,3896,3872.0
829_NT_AL_AA.fasta.zip,190,288,286.0
8301_NT_AL_AA.fasta.zip,190,690,684.0
8303_NT_AL_AA.fasta.zip,185,88,87
8309_NT_AL_AA.fasta.zip,190,692,680.0
830_NT_AL_AA.fasta.zip,182,287,286.0
8310_NT_AL_AA.fasta.zip,183,697,679
8312_NT_AL_AA.fasta.zip,186,889,865.0
8313_NT_AL_AA.fasta.zip,183,888,837
8314_NT_AL_AA.fasta.zip,186,736,729.0
8315_NT_AL_AA.fasta.zip,189,597,592
8317_NT_AL_AA.fasta.zip,189,594,573
8318_NT_AL_AA.fasta.zip,189,583,564
831_NT_AL_AA.fasta.zip,185,940,773
8320_NT_AL_AA.fasta.zip,185,749,703
8321_NT_AL_AA.fasta.zip,176,688,641.5
8322_NT_AL_AA.fasta.zip,186,548,537.0
8323_NT_AL_AA.fasta.zip,183,735,712
8324_NT_AL_AA.fasta.zip,178,581,574.0
8325_NT_AL_AA.fasta.zip,168,776,678.0
8326_NT_AL_AA.fasta.zip,169,610,590
8328_NT_AL_AA.fasta.zip,189,387,357
832_NT_AL_AA.fasta.zip,189,280,277
8338_NT_AL_AA.fasta.zip,100,130,129.0
83394_NT_AL_AA.fasta.zip,187,985,962
833_NT_AL_AA.fasta.zip,185,837,829
83401_NT_AL_AA.fasta.zip,187,277,270
83439_NT_AL_AA.fasta.zip,180,609,574.0
83440_NT_AL_AA.fasta.zip,187,504,492
83442_NT_AL_AA.fasta.zip,182,94,93.0
83443_NT_AL_AA.fasta.zip,181,86,86
83444_NT_AL_AA.fasta.zip,189,369,356
83445_NT_AL_AA.fasta.zip,185,399,365
83446_NT_AL_AA.fasta.zip,182,246,222.0
83447_NT_AL_AA.fasta.zip,183,326,321
83448_NT_AL_AA.fasta.zip,180,718,698.0
83449_NT_AL_AA.fasta.zip,186,1111,940.0
83450_NT_AL_AA.fasta.zip,185,539,518
83451_NT_AL_AA.fasta.zip,183,314,304
83452_NT_AL_AA.fasta.zip,90,230,229.0
83460_NT_AL_AA.fasta.zip,164,110,110.0
83461_NT_AL_AA.fasta.zip,186,293,264.0
83463_NT_AL_AA.fasta.zip,185,219,206
83464_NT_AL_AA.fasta.zip,175,259,257
83468_NT_AL_AA.fasta.zip,185,350,345
83473_NT_AL_AA.fasta.zip,188,530,519.0
83475_NT_AL_AA.fasta.zip,182,306,295.0
83478_NT_AL_AA.fasta.zip,188,845,748.0
83479_NT_AL_AA.fasta.zip,165,628,613
83480_NT_AL_AA.fasta.zip,183,493,480
83481_NT_AL_AA.fasta.zip,128,5667,2876.5
83482_NT_AL_AA.fasta.zip,167,390,344
83483_NT_AL_AA.fasta.zip,184,446,431.5
8349_NT_AL_AA.fasta.zip,113,126,126
83538_NT_AL_AA.fasta.zip,183,690,615
83539_NT_AL_AA.fasta.zip,180,454,429.5
83540_NT_AL_AA.fasta.zip,169,465,464
83541_NT_AL_AA.fasta.zip,183,308,295
83543_NT_AL_AA.fasta.zip,184,144,140.0
83544_NT_AL_AA.fasta.zip,177,190,190
83546_NT_AL_AA.fasta.zip,177,243,222
83547_NT_AL_AA.fasta.zip,185,385,350
83548_NT_AL_AA.fasta.zip,188,842,828.0
83549_NT_AL_AA.fasta.zip,186,293,274.0
83550_NT_AL_AA.fasta.zip,183,555,493
83552_NT_AL_AA.fasta.zip,185,668,569
83590_NT_AL_AA.fasta.zip,188,266,246.0
83591_NT_AL_AA.fasta.zip,172,233,218.0
83592_NT_AL_AA.fasta.zip,145,303,295
83593_NT_AL_AA.fasta.zip,183,432,414
83594_NT_AL_AA.fasta.zip,189,470,462
83595_NT_AL_AA.fasta.zip,180,405,384.0
83596_NT_AL_AA.fasta.zip,175,268,250
83597_NT_AL_AA.fasta.zip,156,332,197.5
835_NT_AL_AA.fasta.zip,181,456,452
83604_NT_AL_AA.fasta.zip,170,181,181.0
83605_NT_AL_AA.fasta.zip,184,504,442.0
83606_NT_AL_AA.fasta.zip,185,231,224
83607_NT_AL_AA.fasta.zip,176,312,310.0
83608_NT_AL_AA.fasta.zip,188,223,216.0
83636_NT_AL_AA.fasta.zip,162,144,141.0
83637_NT_AL_AA.fasta.zip,186,938,916.0
83638_NT_AL_AA.fasta.zip,184,299,288.0
83639_NT_AL_AA.fasta.zip,160,263,226.5
83640_NT_AL_AA.fasta.zip,180,122,117.0
83641_NT_AL_AA.fasta.zip,180,298,288.0
83642_NT_AL_AA.fasta.zip,177,702,626
83643_NT_AL_AA.fasta.zip,172,278,272.0
83648_NT_AL_AA.fasta.zip,187,225,209
83657_NT_AL_AA.fasta.zip,182,96,96.0
83658_NT_AL_AA.fasta.zip,187,95,93
83659_NT_AL_AA.fasta.zip,183,420,418
83660_NT_AL_AA.fasta.zip,186,2543,2542.0
83666_NT_AL_AA.fasta.zip,185,864,774
83667_NT_AL_AA.fasta.zip,188,497,479.0
83690_NT_AL_AA.fasta.zip,185,503,500
83692_NT_AL_AA.fasta.zip,178,354,209.0
83693_NT_AL_AA.fasta.zip,188,330,330.0
83694_NT_AL_AA.fasta.zip,188,585,542.0
83696_NT_AL_AA.fasta.zip,181,1151,1141
83697_NT_AL_AA.fasta.zip,187,986,945
83698_NT_AL_AA.fasta.zip,179,222,220
83699_NT_AL_AA.fasta.zip,162,109,107.0
836_NT_AL_AA.fasta.zip,180,279,277.0
83700_NT_AL_AA.fasta.zip,186,306,291.0
83706_NT_AL_AA.fasta.zip,187,674,659
83707_NT_AL_AA.fasta.zip,187,258,246
83714_NT_AL_AA.fasta.zip,168,247,229.0
83715_NT_AL_AA.fasta.zip,167,930,800
83716_NT_AL_AA.fasta.zip,190,517,494.5
83719_NT_AL_AA.fasta.zip,176,122,119.0
83723_NT_AL_AA.fasta.zip,134,274,273.0
83729_NT_AL_AA.fasta.zip,185,375,350
8372_NT_AL_AA.fasta.zip,185,424,411
83732_NT_AL_AA.fasta.zip,185,587,567
83733_NT_AL_AA.fasta.zip,153,319,309
83734_NT_AL_AA.fasta.zip,186,224,216.0
83737_NT_AL_AA.fasta.zip,185,880,862
83741_NT_AL_AA.fasta.zip,185,452,452
83742_NT_AL_AA.fasta.zip,155,174,173
83743_NT_AL_AA.fasta.zip,185,465,446
83744_NT_AL_AA.fasta.zip,128,889,840.0
